Manufacturer,Model,Refrigerant,Operating Condition,Displacement Volume,Capacity,Power,COP,Source,Minimum Voltage,Maximum Voltage,Frequency,Test Condition,Speed Type,Speed,Comments
Gree,QXAH-E21,R410A,T3,21,17913,1694,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-E232,R410A,T3,23.2,19448,1839,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-E25,R410A,T3,25,21496,2066,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXASH-F295,R410A,T3,29.5,24839,2459,2.96,AC,220,240,50,ASH,Fixed,2900,
Gree,QXAH-B102r,R410A,T3,10.2,10185,963,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-B106r,R410A,T3,10.6,10611,1003,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-C145r,R410A,T3,14.5,14603,1381,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-C150r,R410A,T3,15,15115,1420,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-C160r,R410A,T3,16,16173,1529,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-D17r,R410A,T3,17,17333,1639,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-D175r,R410A,T3,17.5,17845,1687,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-D184r,R410A,T3,18.4,18630,1761,3.1,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-D193r,R410A,T3,19.3,19585,1840,3.12,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-E205r,R410A,T3,20.5,21334,1985,3.15,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-E215r,R410A,T3,21.5,22102,2056,3.15,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-E232r,R410A,T3,23.2,23850,2219,3.15,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-E24r,R410A,T3,24,24908,2317,3.15,AC,208,230,60,ASH,Fixed,3500,
Gree,QXAH-E25r,R410A,T3,25,25931,2413,3.15,AC,208,230,60,ASH,Fixed,3500,
Gree,QXASH-F275r,R410A,T3,27.5,28490,2738,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXASH-F286r,R410A,T3,28.6,29630,2847,3.05,AC,208,230,60,ASH,Fixed,3500,
Gree,QXH-C222,R22,T3,22.2,12912,1242,3.05,AC,220,240,50,ASH,Fixed,2900,
Gree,QXH-D305,R22,T3,30.7,17913,1694,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXH-F34,R22,T3,33.7,20533,1855,3.24,AC,220,240,50,ASH,Fixed,2900,
Gree,QXH-F36,R22,T3,35.6,20934,1979,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXSH-F42A,R22,T3,42,25249,2388,3.1,AC,220,240,50,ASH,Fixed,2900,
Gree,QXSH-F438A,R22,T3,43.8,26272,2536,3.04,AC,220,240,50,ASH,Fixed,2900,
Gree,QXSH-F475,R22,T3,47.5,28661,2800,3,AC,220,240,50,ASH,Fixed,2900,
Gree,QXSH-F49,R22,T3,49,29791,2960,2.95,AC,220,240,50,ASH,Fixed,2900,
Gree,QXFH-B092,R22,T3,9.2,9110,659,4.05,AC,220,240,50,HP,Fixed,2900,
Gree,QXFH-B117,R22,T3,11.7,11771,854,4.04,AC,220,240,50,HP,Fixed,2900,
Gree,QXFH-E193,R22,T3,19.3,19201,1373,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QXFH-E22,R22,T3,22,21919,1567,4.1,AC,220,240,50,HP,Fixed,2900,
Gree,QX-B193u,R22,T1,19.3,11089,1016,3.2,AC,230,230,50,ASH,Fixed,2900,
Gree,QX-D28u,R22,T1,28.7,18152,1209,4.4,AC,230,230,50,HP,Fixed,2900,
Gree,QX-D287u,R22,T1,28.7,18595,1239,4.4,AC,230,230,50,HP,Fixed,2900,
Gree,QX-F34u,R22,T1,33.7,20011,1810,3.24,AC,230,230,50,ASH,Fixed,2900,
Gree,QX-F36u,R22,T1,35.6,23270,1912,3.24,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-B129u,R410A,T1,12.9,10673,1016,3.1,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-D184u,R410A,T1,18.4,15286,1436,3.12,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-D193u,R410A,T1,19.3,16016,1514,3.1,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-E193u,R410A,T1,19.3,16566,1527,3.18,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-E22u,R410A,T1,22,18630,1733,3.15,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-E232u,R410A,T1,23.2,19924,1854,3.15,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-E25u,R410A,T1,25,21666,2062,3.08,AC,230,230,50,ASH,Fixed,2900,
Gree,QXA-B102,R410A,T1,10.2,8462,870,2.85,AC,160,253,50,ASH,Fixed,2900,
Gree,QXA-B133,R410A,T1,13.3,11328,1207,2.75,AC,160,253,50,ASH,Fixed,2900,
Gree,QXA-C129,R410A,T1,12.9,10858,1117,2.85,AC,160,253,50,ASH,Fixed,2900,
Gree,QXA-D20,R410A,T1,20,17060,1786,2.8,AC,160,253,50,ASH,Fixed,2900,
Gree,QXA-F193,R410A,T1,19.3,16636,1686,2.89,AC,160,253,50,ASH,Fixed,2900,
Gree,QXA-F22,R410A,T1,22,19002,1906,2.92,AC,160,253,50,ASH,Fixed,2900,
GMCC,DSN86V11UZDX,R290,-,8.6,4436,440,2.95,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSN98V11UZZS,R290,-,9.8,5050,475,3.12,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSN118V11UZDX,R290,-,11.8,6107,582,3.08,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM155V12UDZ,R290,-,15.5,7762,685,3.32,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM155V13UCZH,R290,-,15.5,7847,708,3.25,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM165V12UDZ,R290,-,16.4,8376,732,3.35,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM170V13UCZH,R290,-,16.9,8615,765,3.3,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM180V11UDZ,R290,-,17.9,9127,805,3.32,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM215V2UDT,R290,-,21.4,10816,960,3.3,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM225V1UDZ,R290,-,22.5,11311,1010,3.28,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM240V1UDZ,R290,-,24,12146,1080,3.3,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSF240V1UFT,R290,-,24,12283,1070,3.36,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSF340V1UFT,R290,-,34,17333,1530,3.32,AC,220,240,50,ASH,Fixed,2900,
GMCC,DSM135V11VDZ,R290,-,13.3,7643,510,4.39,AC,220,240,50,GX,Fixed,2900,
GMCC,DSG310V1UFT,R290,-,31,17811,1160,4.5,AC,220,240,50,GX,Fixed,2900,
GMCC,DSG320V1UFT,R290,-,32,18493,1200,4.52,AC,220,240,50,GX,Fixed,2900,
GMCC,DSG310S1UFT,R290,-,30.8,15832,1345,3.45,AC,230,230,50,ASH,Fixed,2900,
GMCC,DSG320S1UFT,R290,-,31.8,16224,1390,3.42,AC,230,230,50,ASH,Fixed,2900,
GMCC,DSG400S1UFT,R290,-,39.8,20779,1780,3.42,AC,230,230,50,ASH,Fixed,2900,
GMCC,DSM165D19UDT ,R290,-,16.5,9844,725,3.98,DC,-,-,-,SEER60,INV,2900,Single Cylinder
GMCC,DSM180D19UDZ ,R290,-,17.9,10748,788,4,DC,-,-,-,SEER60,INV,2900,Single Cylinder
GMCC,DTN180D32UFZ ,R290,-,18.1,10850,785,4.05,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,DTN210D32UFZ ,R290,-,20.9,12556,897,4.1,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,DTN250D32UFZ ,R290,-,25,14945,1085,4.05,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KSK66D15UEX3,R32,-,6.7,6926,542,3.75,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK75D43UEZA,R32,-,7.5,7916,610,3.8,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK89D35UEZ3,R32,-,8.9,9519,715,3.9,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK89D53UEZ,R32,-,8.9,9485,712,3.9,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK89D59UEZC,R32,-,8.9,9537,702,3.98,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK103D53UFZ,R32,-,10.3,11021,839,3.85,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK103D59UFZ,R32,-,10.3,11038,825,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK103D33UEZ3,R32,-,10.3,11106,826,3.94,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSK103D43UEZ3,R32,-,10.3,11106,820,3.96,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN98D22UFZ,R32,-,9.7,10577,795,3.9,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN98D32UFZ,R32,-,9.7,10577,790,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN98D43UFZA,R32,-,9.7,10407,772,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN98D42UFZC,R32,-,9.7,10304,765,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN98D64UFZ3,R32,-,9.8,10424,755,4.05,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN108D22UFZ,R32,-,10.8,11840,890,3.9,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN108D32UFZ,R32,-,10.8,11771,880,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN108D43UFZA,R32,-,10.8,11635,855,3.99,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN133D21UFZ,R32,-,13.3,14211,1090,3.82,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN133D42UFZ,R32,-,13.3,14228,1055,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN140D21UFZ,R32,-,14,14910,1135,3.85,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN140D42UFZ,R32,-,14,14893,1105,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KSN140D58UFZ,R32,-,14,14893,1090,3.98,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,KTK130D43UFE3,R32,-,13.1,13716,1045,3.85,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN110D42UFZ,R32,-,11,11823,885,3.92,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN130D42UFZ,R32,-,13.1,13955,1035,3.95,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN130D30UFZ,R32,-,13.1,14006,1075,3.82,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN150D42UFZ,R32,-,14.9,15968,1185,3.95,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN150D30UFZ,R32,-,14.9,16002,1250,3.75,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN150D35UFZ,R32,-,14.9,16105,1225,3.85,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN150D42UFZ3,R32,-,14.9,15985,1170,4,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN150D62UFT3,R32,-,14.9,15985,1140,4.1,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTN240D60UMT,R32,-,24,26170,2050,3.74,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTM180D57UMT,R32,-,17.6,19107,1520,3.68,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTM180D68UMT,R32,-,17.6,18971,1485,3.74,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTM240D43UMT,R32,-,24,26409,2070,3.74,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTM240D57UMT,R32,-,24,26409,2080,3.72,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTM310D85UMT,R32,-,30.6,33506,3690,3.65,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTF235D22UMT,R32,-,23.5,25795,2055,3.68,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTF310D43UMT,R32,-,30.8,34154,2765,3.62,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTF400D66UMVA,R32,-,39.8,44398,3500,3.72,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTF400D64UMTA,R32,-,39.8,44654,3540,3.7,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KTQ420D1UMU,R32,-,42,46744,3700,3.7,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,KSN40V11VAZ3,R32,-,4,3924,298,3.85,AC,220,240,50,GX,Fixed,2900,
GMCC,KSN54V11VZZ3,R32,-,5.4,5562,410,3.98,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM103V11VFT,R32,-,10.3,10458,725,4.23,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM106V1VFT,R32,-,10.6,10850,755,4.21,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM113V2VFTL,R32,-,11.3,11737,815,4.22,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM125V2VFTL,R32,-,12.5,13085,905,4.24,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM133V2VFTL,R32,-,13.3,13955,970,4.22,AC,220,240,50,GX,Fixed,2900,
GMCC,KSM135V1VFT,R32,-,13.3,13938,962,4.25,AC,220,240,50,GX,Fixed,2900,
GMCC,KSF160V1VFP,R32,-,16,16872,1145,4.32,AC,220,240,50,GX,Fixed,2900,
GMCC,KSF170V1VFP,R32,-,17.1,17930,1215,4.33,AC,220,240,50,GX,Fixed,2900,
GMCC,KSF180V1VFP,R32,-,18,18988,1295,4.3,AC,220,240,50,GX,Fixed,2900,
GMCC,KSF195V1VFT,R32,-,19.6,20557,1400,4.3,AC,220,240,50,GX,Fixed,2900,
GMCC,KSF210V1VFP,R32,-,20.9,21922,1495,4.3,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG185V1VKU,R32,-,18.6,19380,1285,4.42,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG195V1VKU,R32,-,19.6,20677,1370,4.42,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG200V1VKU,R32,-,20.2,21325,1420,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG205V1VKU,R32,-,20.5,21683,1445,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG215V1VKU,R32,-,21.4,22656,1510,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG220V1VKU,R32,-,22,23253,1550,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG230V1VKU,R32,-,22.9,24174,1610,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG240V1VKU,R32,-,23.8,25146,1675,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG250V1VMT,R32,-,25,26324,1755,4.4,AC,220,240,50,GX,Fixed,2900,
GMCC,KSG290V1VMU,R32,-,28.9,30435,2035,4.38,AC,220,240,50,GX,Fixed,2900,
GMCC,KSQ300V1VMU,R32,-,29.7,31459,2120,4.35,AC,220,240,50,GX,Fixed,2900,
GMCC,KSQ330V1VMU,R32,-,33.1,34632,2330,4.36,AC,220,240,50,GX,Fixed,2900,
GMCC,KTG270V2VMP,R32,-,26.8,28627,1980,4.24,AC,220,240,50,GX,Fixed,2900,
GMCC,KTG275V1VMP,R32,-,27.4,28900,2015,4.2,AC,220,240,50,GX,Fixed,2900,
GMCC,KTQ420V1VMU,R32,-,42,44510,3070,4.25,AC,220,240,50,GX,Fixed,2900,
GMCC,KSK52V11UAZ,R32,-,5.2,4401,520,2.48,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSN54N11UAJB3,R32,-,5.4,5340,570,2.75,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSN93V11UDZ1,R32,-,9.2,7848,850,2.7,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM89V13UDZK,R32,-,8.9,7489,770,2.7,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM93V11UDZ,R32,-,9.2,7677,790,2.85,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM95V13UDZK,R32,-,9.5,8069,830,2.85,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM120V1UFE,R32,-,12,10321,1050,2.88,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM125V2UDZL,R32,-,12.5,10782,1090,2.9,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSM135V2UDZL,R32,-,13.6,11771,1225,2.82,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSG165V2UMT,R32,-,16.7,14620,1430,3,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSG270V2UKV,R32,-,27,23509,2335,2.95,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSQ300V1UMU,R32,-,29.7,25488,2590,2.88,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSQ330V1UMU,R32,-,33.1,28831,2915,2.9,AC,220,240,50,ARI,Fixed,2900,
GMCC,KTQ290V1UMT,R32,-,29,24737,2608,2.78,AC,220,240,50,ARI,Fixed,2900,
GMCC,KTQ330V1UMT,R32,-,33,28251,2960,2.8,AC,220,240,50,ARI,Fixed,2900,
GMCC,KSK44E11VAJA,R32,-,4.4,5289,395,3.92,AC,230,230,60,GX,Fixed,3500,
GMCC,KSK66E11VZZX,R32,-,6.6,8240,622,3.88,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN42E11VAJB3,R32,-,4.2,5067,362,4.1,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN50E12VAZB3,R32,-,5,6056,430,4.12,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN54E11VAJB3,R32,-,5.4,6653,470,4.15,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN66E11VBZC1,R32,-,6.6,8172,582,4.12,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN78E11VBZC1,R32,-,7.8,9810,685,4.2,AC,230,230,60,GX,Fixed,3500,
GMCC,KSN84E12VBDB1,R32,-,8.4,10628,760,4.1,AC,230,230,60,GX,Fixed,3500,
GMCC,KSM95E12UDZL,R32,-,9.5,9929,1005,2.9,AC,230,230,60,GX,Fixed,3500,
GMCC,KSM106E2UDZK,R32,-,10.6,11225,1115,2.95,AC,230,230,60,GX,Fixed,3500,
GMCC,KSM113S1VFE,R32,-,11.3,11823,825,4.2,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF160S1VMP,R32,-,16.1,16787,1150,4.28,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF170S1VEPA,R32,-,17,17845,1200,4.36,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF175S1VFPB3,R32,-,17.5,18664,1235,4.42,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF180S1VFPA,R32,-,18,18885,1265,4.38,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF180S1VFP3,R32,-,18,19107,1265,4.42,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF205S1VMP3,R32,-,20.5,22007,1460,4.42,AC,230,230,60,GX,Fixed,3500,
GMCC,KSF210S1VMP3,R32,-,20.9,22349,1495,4.38,AC,230,230,60,GX,Fixed,3500,
GMCC,KSG220S1VMP,R32,-,22,22553,1560,4.42,AC,230,230,60,GX,Fixed,3500,
GMCC,KSG230S1VMP,R32,-,23,22553,1630,4.42,AC,230,230,60,GX,Fixed,3500,
GMCC,KSG250S1VMU,R32,-,25,26545,1790,4.35,AC,230,230,60,GX,Fixed,3500,
GMCC,KSQ280Y1UMP,R32,-,27.9,24566,2385,3.02,AC,380,380,50,ARI,Fixed,2900,
GMCC,KSQ300Y1UMV,R32,-,29.7,25454,2560,2.91,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTQ375Y1UMU,R32,-,37.5,33318,3310,2.95,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTQ330Y1UMT,R32,-,33,27296,2760,2.9,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTQ390Y1UMT,R32,-,39,33779,3390,2.92,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTQ480Y1UMT,R32,-,48,42650,4225,2.96,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTW480Y1UN*,R32,-,48.4,43537,4260,3,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTW550Y1UN*,R32,-,55,50259,4950,2.98,AC,380,380,50,ARI,Fixed,2900,
GMCC,KTW630Y1UN*,R32,-,63,58516,5622,3.05,AC,380,380,50,ARI,Fixed,2900,
GMCC,KSF160N1VET ,R32,-,16,20728,1380,4.4,AC,208,230,60,GX,Fixed,3500,
GMCC,ASK75D43UEZ,R410A,-,7.5,7592,582,3.82,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASK89D53UEZ,R410A,-,8.9,9110,688,3.88,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASK98D50UFZ,R410A,-,9.8,9997,768,3.82,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASK103D53UFZ,R410A,-,10.3,10645,805,3.88,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASK103D59UFZ,R410A,-,10.3,10645,790,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN98D22UFZA,R410A,-,9.7,9963,745,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN98D32UFZ,R410A,-,9.7,9963,740,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN98D43UZFA,R410A,-,9.7,9861,725,3.99,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN108D22UFZ,R410A,-,10.8,11123,832,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN108D32UFZ,R410A,-,10.8,11123,825,3.95,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN108D43UFZA,R410A,-,10.8,11123,805,4.05,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN133D42UFZ,R410A,-,13.3,13648,1000,4,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASN140D21UFZ,R410A,-,14,14416,1085,3.9,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ASF235D28UMT,R410A,-,23.5,24225,1810,3.92,DC,-,-,-,SEER60,INV,3500,Single Cylinder
GMCC,ATN110D42UFZ,R410A,-,11,11208,825,3.98,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATN130D42UFZ,R410A,-,13.1,13324,975,4,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATN130D30UFZ,R410A,-,13.1,13307,1005,3.88,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATN150D30UFZA,R410A,-,14.9,15354,1155,3.9,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATN150D42UFZ,R410A,-,14.9,15286,1120,4,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATM180D57UMT,R410A,-,17.6,17828,1420,3.68,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATM240D57UMT,R410A,-,24,24652,1940,3.72,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATM310D85UMT,R410A,-,30.6,31663,2520,3.68,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF200D22UMT,R410A,-,20.1,20728,1710,3.55,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF235D22UMT,R410A,-,23.5,24345,1955,3.65,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
GMCC,ATF235D43UMT,R410A,-,23.5,24362,1940,3.68,DC,-,-,-,SEER60,INV,3500,Twin Cylinder
